lemma,pos,freq
angeln,PRON,3
blume,VERB,3
freund,PREP,3
freundin,PREP,3
geschlechtsteile,VERB,3
geschlechtsorgane,VERB,3
geben,PRON,3
gott,PREP,3
gut,ADJ,3
großvater,PREP,3
großmutter,PREP,3
hassen,PRON,3
guten tag,OTHER,3
verstecken,PRON,3
seine,PREP,3
eigenheim,VERB,3
heim,VERB,3
ich,PREP,3
innen,NOUN,3
christus,PREP,3
jesus,PREP,3
leiterin,PREP,3
verlieren,PRON,3
versenden,PRON,3
hochzeit,VERB,3
ehe,VERB,3
sinn,VERB,3
musikinstrument,VERB,3
mein,PREP,3
meine,PREP,3
eng,ADJ,3
noch,NOUN,3
orange,NOUN,3
andere,PREP,3
unsere,PREP,3
aus,NOUN,3
oval,VERB,3
seite,VERB,3
pfeffer,VERB,3
senkrecht,VERB,3
theaterstück,VERB,3
karte,VERB,3
kochtopf,VERB,3
rennen,VERB,3
die,NOUN,3
welcher,NOUN,3
welches,NOUN,3
religiös,ADJ,3
laufen,PRON,3
geschützt,ADJ,3
waage,VERB,3
einkaufszentrum,VERB,3
rufen,PRON,3
geruch,VERB,3
rauchen,PRON,3
schlange,VERB,3
sport,VERB,3
stamm,VERB,3
faden,VERB,3
süß,ADJ,3
lehrer,PREP,3
lehrerin,PREP,3
mannschaft,PREP,3
ihren,NOUN,3
diese,NOUN,3
spielzeug,VERB,3
triangel,VERB,3
unter,NOUN,3
waschen,PRON,3
wir,PREP,3
uns,PREP,3
wochenende,VERB,3
gewicht,VERB,3
winter,VERB,3
unruhe,VERB,3
euch,PREP,3
du,PREP,3
dir,PREP,3
dich,PREP,3
deine,PREP,3
taufe,VERB,3
gewaltig,ADJ,3
psychologie,VERB,3
ruder,VERB,3
vanille,VERB,3
beule,VERB,3
bedenken,VERB,3
rechtsanwalt,PREP,3
verteidiger,PREP,3
verteidigerin,PREP,3
befürworten,PRON,3
einspruch,VERB,3
widerspruch,VERB,3
protest,VERB,3
stockwerk,VERB,3
werkstatt,VERB,3
größe,VERB,3
löschen,PRON,3
burg,VERB,3
digitalspeicher,VERB,3
alb,PREP,3
sprung,VERB,3
tastatur,VERB,3
pädagoge,PREP,3
pädagogin,PREP,3
spur,VERB,3
jagdhorn,VERB,3
döner,VERB,3
kebab,VERB,3
sitzski,VERB,3
skischlitten,VERB,3
sit-ski,VERB,3
anhängerin,PREP,3
programm,VERB,3
station,VERB,3
bahnhof,VERB,3
abhängigkeit,VERB,3
bewegung,VERB,3
sehnsucht,VERB,3
bohrturm,VERB,3
klopfen,PRON,3
dänisch,VERB,3
wrack,VERB,3
tätowierung,VERB,3
tattoo,VERB,3
container,VERB,3
schwager,PREP,3
schwägerin,PREP,3
inhinein,NOUN,3
punkt,NOUN,2
null,NOUN,2
eins,NOUN,2
zwei,NOUN,2
drei,NOUN,2
vier,NOUN,2
fünf,NOUN,2
sechs,NOUN,2
acht,NOUN,2
neun,NOUN,2
fähigkeit,VERB,2
abstinenz,VERB,2
enthaltsamkeit,VERB,2
angriff,VERB,2
zubehör,VERB,2
missgeschick,VERB,2
schmerz,VERB,2
pickel,VERB,2
handlung,VERB,2
aktivität,VERB,2
addition,VERB,2
gewinn,VERB,2
zugewinn,VERB,2
ergänzung,VERB,2
rat,VERB,2
ängstlich,ADJ,2
nach,NOUN,2
vor,NOUN,2
zustimmen,PRON,2
vertrag,VERB,2
hilfsmittel,VERB,2
vorbei,NOUN,2
allein,ADJ,2
einsam,ADJ,2
alphabet,VERB,2
buchstabe,VERB,2
schriftzeichen,VERB,2
beständig,ADJ,2
erfreuen,PRON,2
plus,NOUN,2
winkel,VERB,2
kuh,VERB,2
rind,VERB,2
haustier,VERB,2
fell,VERB,2
pelz,VERB,2
angst,VERB,2
etwas,NOUN,2
wohnung,VERB,2
entschuldigen,PRON,2
billigen,PRON,2
genehmigen,PRON,2
aprikose,VERB,2
diskutieren,PRON,2
streit,VERB,2
auseinandersetzung,VERB,2
armee,VERB,2
um,NOUN,2
fragen,PRON,2
schlafen,ADJ,2
achtung,VERB,2
herbst,VERB,2
schlecht,ADJ,2
schild,VERB,2
badminton,VERB,2
tasche,VERB,2
ballon,VERB,2
luftballon,VERB,2
orchester,PREP,2
scheune,VERB,2
baseball,VERB,2
basketball,VERB,2
da,NOUN,2
werden,PRON,2
zwischen,NOUN,2
jenseits,ADJ,2
fahrrad,VERB,2
ente,VERB,2
geburt,VERB,2
entbindung,VERB,2
schwarz,NOUN,2
tafel,VERB,2
blase,VERB,2
decke,VERB,2
blau,NOUN,2
bohle,VERB,2
sieden,PRON,2
leihen,PRON,2
borgen,PRON,2
chef,PREP,2
chefin,PREP,2
darm,VERB,2
stuhlgang,VERB,2
bowling,VERB,2
kasten,VERB,2
würfel,VERB,2
boxen,VERB,2
gebet,VERB,2
brot,VERB,2
brust,VERB,2
glänzend,ADJ,2
bringen,PRON,2
braun,NOUN,2
blumenzwiebel,VERB,2
beerdigen,PRON,2
bushaltestelle,VERB,2
verschluss,VERB,2
durch,NOUN,2
häuschen,VERB,2
hütte,VERB,2
kaffee,VERB,2
kuchen,VERB,2
waffe,VERB,2
spielkarte,VERB,2
genau,ADJ,2
karren,VERB,2
auffangen,PRON,2
ursache,VERB,2
höhle,VERB,2
zölibat,VERB,2
friedhof,VERB,2
gewiss,ADJ,2
wechseln,PRON,2
billig,ADJ,2
käse,VERB,2
huhn,VERB,2
kind,PREP,2
kamin,VERB,2
schokoladenmilch,VERB,2
kakaotrunk,VERB,2
schokoladenaufstrich,VERB,2
schokoladencreme,VERB,2
christlich,ADJ,2
tatze,VERB,2
pfote,VERB,2
sauber,ADJ,2
klar,ADJ,2
verkäufer,PREP,2
verkäuferin,PREP,2
uhr,VERB,2
einschließen,PRON,2
stoff,VERB,2
farbe,VERB,2
verbindung,VERB,2
verknüpfen,PRON,2
beruhigen,PRON,2
vergleichen,PRON,2
dirigent,PREP,2
gewissen,VERB,2
kühl,ADJ,2
frisch,ADJ,2
richtig,ADJ,2
preis,VERB,2
kosten,VERB,2
kostüm,VERB,2
landschaft,VERB,2
pärchen,PREP,2
sportplatz,VERB,2
cousin,PREP,2
cousine,PREP,2
krampf,VERB,2
kran,VERB,2
zusammenstoß,VERB,2
stürzen,PRON,2
lebewesen,VERB,2
krocketspiel,VERB,2
kreuz,VERB,2
christenheit,VERB,2
tasse,VERB,2
becher,VERB,2
dunkel,ADJ,2
date,VERB,2
rendezvous,VERB,2
tag,VERB,2
tagesstätte,VERB,2
dekoration,VERB,2
dänemark,VERB,2
raute,VERB,2
diaphragma,VERB,2
schwer,ADJ,2
graben,PRON,2
dinosaurier,VERB,2
behinderung,VERB,2
scheibe,VERB,2
chat,VERB,2
trennen,PRON,2
getränk,VERB,2
führen,PRON,2
trocken,ADJ,2
trocknen,PRON,2
jede,NOUN,2
jedes,NOUN,2
ohrenschützer,VERB,2
kopfhörer,VERB,2
wirkung,VERB,2
folge,VERB,2
effekt,VERB,2
ei,VERB,2
fahrstuhl,VERB,2
aufzug,VERB,2
lift,VERB,2
verlegen,ADJ,2
peinlich,ADJ,2
leer,ADJ,2
leeren,PRON,2
ausleeren,PRON,2
energie,VERB,2
unsterblichkeit,VERB,2
beurteilen,PRON,2
wert,VERB,2
bewertung,VERB,2
aufgeregt,ADJ,2
gespannt,ADJ,2
entschuldigung,VERB,2
üben,PRON,2
vermuten,PRON,2
teuer,ADJ,2
erklären,PRON,2
fern,ADJ,2
befestigen,PRON,2
fett,ADJ,2
vater,PREP,2
gefühl,VERB,2
wenig,ADJ,2
feldhockey,VERB,2
hockey,VERB,2
film,VERB,2
beenden,PRON,2
abschließen,PRON,2
fisch,VERB,2
fischen,PRON,2
brennbar,ADJ,2
flach,ADJ,2
gewürz,VERB,2
hochwasser,VERB,2
teppich,VERB,2
fliegen,PRON,2
folgen,PRON,2
fußball,VERB,2
damit,NOUN,2
vergeben,PRON,2
pflegemutter,PREP,2
pommes frites,VERB,2
pommes,VERB,2
obst,VERB,2
voll,ADJ,2
zukunft,VERB,2
versammlung,VERB,2
allgemein,ADJ,2
erhalten,PRON,2
gespenst,PREP,2
glas,VERB,2
handschuh,VERB,2
tor,VERB,2
göttin,PREP,2
golf,VERB,2
auf wiedersehen,OTHER,2
gans,VERB,2
regierung,VERB,2
grab,VERB,2
grün,NOUN,2
supermarkt,VERB,2
lebensmittelgeschäft,VERB,2
lebensmittelladen,VERB,2
wachsen,PRON,2
turnhalle,VERB,2
gymnastikhalle,VERB,2
gymnastikmatte,VERB,2
haar,VERB,2
halloween,VERB,2
hamburger,VERB,2
handball,VERB,2
taschentuch,VERB,2
glück,VERB,2
glücklich,ADJ,2
hart,ADJ,2
etwas ungern tun,PRON,2
er,PREP,2
hören,PRON,2
igel,VERB,2
hallo,OTHER,2
helm,VERB,2
helfen,PRON,2
hügel,VERB,2
enthalten,PRON,2
honig,VERB,2
hüpfen,PRON,2
trompete,VERB,2
kornett,VERB,2
hörner,VERB,2
scharf,ADJ,2
stunde,VERB,2
unterkunft,VERB,2
wie,NOUN,2
eiskrem,VERB,2
eisbecher,VERB,2
eishockey,VERB,2
in,NOUN,2
vermehren,PRON,2
unendlich,ADJ,2
unbegrenzt,ADJ,2
spritze,VERB,2
juwelen,VERB,2
schmuck,VERB,2
schabbat,NOUN,2
schlüssel,VERB,2
schießen,PRON,2
töten,PRON,2
ermorden,PRON,2
freundlich,ADJ,2
kätzchen,VERB,2
wissen,PRON,2
see,VERB,2
letzter,ADJ,2
zuletzt,ADJ,2
lachen,PRON,2
waschsalon,VERB,2
wiese,VERB,2
führer,PREP,2
führerin,PREP,2
reiseführer,PREP,2
reiseführerin,PREP,2
lernen,PRON,2
links,ADJ,2
limonade,VERB,2
ausleihen,PRON,2
lang,VERB,2
bücherei,VERB,2
lüge,VERB,2
lügen,PRON,2
leben,VERB,2
heben,PRON,2
hochheben,PRON,2
anheben,PRON,2
begrenzung,VERB,2
beschränkung,VERB,2
einschränkung,VERB,2
löwe,VERB,2
wohnen,PRON,2
krabbe,VERB,2
schalentier,VERB,2
laut,ADJ,2
kurz,ADJ,2
gerät,VERB,2
senden,PRON,2
vorgeben,ADJ,2
mann,PREP,2
maske,VERB,2
möglichkeit,VERB,2
bedeutung,VERB,2
messen,PRON,2
medizin,VERB,2
treffen,PRON,2
periode,VERB,2
regel,VERB,2
geistig behindert,ADJ,2
metall,VERB,2
metapher,VERB,2
fehlgeburt,VERB,2
fehler,VERB,2
mehr,ADJ,2
morgen,VERB,2
am meisten,ADJ,2
mutter,PREP,2
maus,VERB,2
mund,VERB,2
umziehen,PRON,2
morast,VERB,2
dreck,VERB,2
schmutz,VERB,2
menge,VERB,2
muskel,VERB,2
name,VERB,2
schmal,ADJ,2
ungezogen,ADJ,2
not,VERB,2
brauchen,PRON,2
injektionsnadel,VERB,2
nie,ADJ,2
niemals,ADJ,2
niemand,PREP,2
nichts,NOUN,2
unsinn,VERB,2
quatsch,VERB,2
nördlich,ADJ,2
beobachten,PRON,2
öl,VERB,2
gebraucht,ADJ,2
auf,NOUN,2
meinung,VERB,2
gegenteil,OTHER,2
anderer,PREP,2
außen,NOUN,2
hinaus,NOUN,2
eingang,NOUN,2
bitte,OTHER,2
fest,VERB,2
feier,VERB,2
zufriedenheit,VERB,2
ruhe,VERB,2
friedlich,ADJ,2
gelassen,ADJ,2
person,PREP,2
schwach,VERB,2
körperbehindert,ADJ,2
bild,VERB,2
torte,VERB,2
pier,VERB,2
mole,VERB,2
anlegestelle,VERB,2
kissen,VERB,2
rosa,NOUN,2
pink,NOUN,2
rohr,VERB,2
röhre,VERB,2
krug,VERB,2
pflanze,VERB,2
bahnsteig,VERB,2
spitze,VERB,2
zeigen,PRON,2
stachelschwein,VERB,2
stellung,VERB,2
topf,VERB,2
kartoffelchip,VERB,2
chip,VERB,2
stärke,VERB,2
vorhergehend,ADJ,2
schwanger,ADJ,2
schwangere frau,ADJ,2
versprechen,PRON,2
protestieren,PRON,2
backpflaume,VERB,2
dörrpflaume,VERB,2
öffentlich,ADJ,2
ziehen,PRON,2
durchstechen,PRON,2
stoßen,PRON,2
hase,VERB,2
radio,VERB,2
aufziehen,PRON,2
rosine,VERB,2
brombeere,VERB,2
lesen,PRON,2
fertig,ADJ,2
cd,VERB,2
rot,NOUN,2
kühlschrank,VERB,2
das,NOUN,2
erinnern,PRON,2
sich erinnern,PRON,2
gedächtnis,VERB,2
bitten,PRON,2
wohnheim,VERB,2
unterbrechung,VERB,2
rechts,ADJ,2
ring,VERB,2
landstraße,VERB,2
rakete,VERB,2
raumschiff,VERB,2
schaukelpferd,VERB,2
raum,VERB,2
rollen,PRON,2
massieren,PRON,2
segel,VERB,2
segelboot,VERB,2
salz,VERB,2
gleich,NOUN,2
klang,OTHER,2
belegtes brot,VERB,2
soße,VERB,2
sauna,VERB,2
kopftuch,VERB,2
schach,VERB,2
schule,VERB,2
naturwissenschaft,VERB,2
wissenschaft,VERB,2
schere,VERB,2
skorpion,VERB,2
erscheinen,PRON,2
scheinen,PRON,2
rasieren,PRON,2
scheckel,VERB,2
leuchten,PRON,2
shiva,PREP,2
zeichen,VERB,2
still,ADJ,2
waschbecken,VERB,2
spülbecken,VERB,2
himmel,VERB,2
schlitten,VERB,2
rodelschlitten,VERB,2
langsam,ADJ,2
klug,ADJ,2
tüchtig,ADJ,2
gescheit,ADJ,2
schlau,ADJ,2
intelligent,ADJ,2
duft,VERB,2
riechen,PRON,2
weich,ADJ,2
imbiss,VERB,2
snack,VERB,2
kleinigkeit zu essen,VERB,2
schneeschuh,VERB,2
gegenstand,VERB,2
südlich,ADJ,2
spaghetti,VERB,2
spermizid,VERB,2
spirale,VERB,2
spucken,PRON,2
spritzen,PRON,2
löffel,VERB,2
schläger,VERB,2
partner,PREP,2
frühling,VERB,2
stab,PREP,2
davidstern,VERB,2
seestern,VERB,2
bleiben,PRON,2
holz,VERB,2
magen,VERB,2
stein,VERB,2
fels,VERB,2
geschäft,VERB,2
laden,VERB,2
lagerraum,VERB,2
vorratskammer,VERB,2
sturm,VERB,2
geschichte,VERB,2
erzählung,VERB,2
märchen,VERB,2
fremder,PREP,2
schnur,VERB,2
seil,VERB,2
leine,VERB,2
kräftig,ADJ,2
dumm,ADJ,2
doof,ADJ,2
blöde,ADJ,2
idiotisch,ADJ,2
erfolg,VERB,2
sommer,VERB,2
fördern,PRON,2
überraschen,PRON,2
schwimmen,PRON,2
schaukel,VERB,2
schwingen,PRON,2
schwanz,VERB,2
nehmen,PRON,2
geschmack,VERB,2
team,PREP,2
zahn,VERB,2
jene,NOUN,2
tauen,PRON,2
auftauen,PRON,2
schmelzen,PRON,2
therapeut,PREP,2
therapeutin,PREP,2
ihnen,PREP,2
überlegen,PRON,2
schleudern,PRON,2
müde,ADJ,2
gemeinsam,ADJ,2
oben,VERB,2
handtuch,VERB,2
zug,VERB,2
dreirad,VERB,2
fahrt,VERB,2
schwierigkeit,VERB,2
vertrauen,PRON,2
funkeln,PRON,2
entfalten,PRON,2
großbritannien,VERB,2
england,VERB,2
auf und ab,NOUN,2
verärgert,ADJ,2
normalerweise,ADJ,2
meistens,ADJ,2
scheide,VERB,2
sehbehindert,ADJ,2
sich übergeben,PRON,2
warten,PRON,2
gehen,PRON,2
gehhilfe,VERB,2
wünschen,PRON,2
waschmaschine,VERB,2
wasser,VERB,2
flüssigkeit,VERB,2
westlich,ADJ,2
feucht,ADJ,2
was,NOUN,2
wann,NOUN,2
wo,NOUN,2
wer,NOUN,2
wen,NOUN,2
weit,ADJ,2
draht,VERB,2
arbeitnehmer,PREP,2
arbeitnehmerin,PREP,2
sorgen,PRON,2
ringen,VERB,2
hof,VERB,2
gelb,NOUN,2
ihrer,PREP,2
ihres,PREP,2
deiner,PREP,2
deines,PREP,2
schmackhaft,ADJ,2
lecker,ADJ,2
gläubige,PREP,2
teufel,PREP,2
religiöse zeremonie,VERB,2
begräbnisfeier,VERB,2
bestattung,VERB,2
federball,VERB,2
skifahren,VERB,2
pferdewagen,VERB,2
überirdisch,VERB,2
heilig,ADJ,2
heiliges buch,VERB,2
erscheinung,VERB,2
verschwinden,VERB,2
heiligkeit,VERB,2
konfirmation,VERB,2
vergebung,VERB,2
hoffnung,VERB,2
mangel,VERB,2
tote,PREP,2
fastenzeit,VERB,2
ewig,ADJ,2
befragen,PRON,2
ankündigung,VERB,2
bekanntmachung,VERB,2
ertrinken,PRON,2
riesig,ADJ,2
fischnetz,VERB,2
wirtschaftswissenschaften,VERB,2
biologie,VERB,2
geologie,VERB,2
apotheker,PREP,2
apothekerin,PREP,2
psychologielehrer,PREP,2
psychologielehrerin,PREP,2
mountainbike,VERB,2
autorennen,VERB,2
staffellauf,VERB,2
weitsprung,VERB,2
wasserski,VERB,2
riemen,VERB,2
tanker,VERB,2
squash,VERB,2
lacrosse,VERB,2
muffin,VERB,2
zimt,VERB,2
ingwer,VERB,2
heilkraut,VERB,2
kräuter,VERB,2
ekelhaft,ADJ,2
quark,VERB,2
weichkäse,VERB,2
frischkäse,VERB,2
eis am stiel,VERB,2
wok,VERB,2
krone,VERB,2
brunnen,VERB,2
quelle,VERB,2
loki,PREP,2
zweifel,VERB,2
anklage,VERB,2
agieren,PRON,2
demonstrieren,PRON,2
aktivitätszentrum,VERB,2
rechtsanwältin,PREP,2
plädieren,PRON,2
manometer,VERB,2
flur,VERB,2
korridor,VERB,2
languste,VERB,2
verteidigung,VERB,2
verkauf,VERB,2
abstand,VERB,2
distanz,VERB,2
dachrinne,VERB,2
voltmeter,VERB,2
spannungsmesser,VERB,2
anhaltspunkt,VERB,2
horizantal,ADJ,2
waagerecht,ADJ,2
preisanstieg,VERB,2
gesetz,VERB,2
namensgebung,VERB,2
kilometerzähler,VERB,2
garnele,VERB,2
leseunterricht,VERB,2
service,VERB,2
dienstleistung,VERB,2
behelfsheim,VERB,2
übergangswohnung,VERB,2
schnelligkeit,VERB,2
geschwindigkeit,VERB,2
tempo,VERB,2
aussage,VERB,2
vertikal,ADJ,2
anhang,VERB,2
kreditkarte,VERB,2
tapfer,ADJ,2
mutig,ADJ,2
unerschrocken,ADJ,2
furchtlos,ADJ,2
mechaniker,PREP,2
mechanikerin,PREP,2
frieren,ADJ,2
baustein,VERB,2
dokument,VERB,2
elfe,PREP,2
einschiffen,PRON,2
exportieren,PRON,2
auslesen,PRON,2
buchstabieren,PRON,2
ordner,VERB,2
funktionell,VERB,2
funktionstüchtig,VERB,2
riese,PREP,2
kobold,PREP,2
supermann,VERB,2
importieren,PRON,2
internet,VERB,2
intranet,VERB,2
taste,VERB,2
schalter,VERB,2
zauberer,PREP,2
handy,VERB,2
philosoph,PREP,2
philosophin,PREP,2
schiene,VERB,2
wiederherstellen,PRON,2
räuber,PREP,2
roboter,VERB,2
ruine,VERB,2
tablet,VERB,2
troll,PREP,2
waldschrat,PREP,2
virus,VERB,2
unglück,VERB,2
verstärker,VERB,2
fagott,VERB,2
bogen,VERB,2
streichinstrument,VERB,2
bremse,VERB,2
rollstuhlbremse,VERB,2
signalhorn,VERB,2
ausgebrannt,ADJ,2
kastagnette,VERB,2
wiegenlied,VERB,2
klarinette,VERB,2
rohrblattinstrument,VERB,2
bassfagott,VERB,2
kontrafagott,VERB,2
trommel,VERB,2
flöte,VERB,2
wirbelsturm,VERB,2
keyboard,VERB,2
oboe,VERB,2
teilnahme,VERB,2
klavier,VERB,2
piccoloflöte,VERB,2
tonhöhe,VERB,2
stimme,VERB,2
rassel,VERB,2
ried,VERB,2
schilfrohr,VERB,2
saxophon,VERB,2
saite,VERB,2
tamburin,VERB,2
tuba,VERB,2
xylophon,VERB,2
vibraphon,VERB,2
verstopfung,VERB,2
verfassung,VERB,2
grundgesetz,VERB,2
heilen,PRON,2
fan,PREP,2
existenz,VERB,2
dasein,VERB,2
fundamentalismus,VERB,2
fundamentalist,PREP,2
fundamentalistin,PREP,2
glühen,VERB,2
befreiung,VERB,2
mähne,VERB,2
medizinische behandlung,VERB,2
ärztliche behandlung,VERB,2
weide,VERB,2
weideland,VERB,2
mutterkuchen,VERB,2
drehung,VERB,2
purzelbaum,VERB,2
salto,VERB,2
immer noch,ADJ,2
weiterhin,ADJ,2
strecken,PRON,2
dehnen,PRON,2
u-bahn,VERB,2
leistung,VERB,2
der drogenabhängige,PREP,2
nuckelflasche,VERB,2
babyflasche,VERB,2
wetten,PRON,2
fernglas,VERB,2
schmied,PREP,2
schmiedin,PREP,2
blauer fleck,VERB,2
kontrolle,VERB,2
drogenabhängigkeit,VERB,2
versagen,PRON,2
scheitern,PRON,2
guten abend,NOUN,2
guten morgen,NOUN,2
gute nacht,NOUN,2
droge,VERB,2
pension,VERB,2
empfang,VERB,2
kratzen,VERB,2
nikotinabhängigkeit,VERB,2
wasserhahn,VERB,2
abenteuer,VERB,2
frequenzband,VERB,2
breitband,VERB,2
übertragung,PRON,2
sendung,PRON,2
kanal,VERB,2
korruption,VERB,2
bestechlichkeit,VERB,2
bevollmächtigen,PRON,2
ermächtigt,ADJ,2
bevollmächtigung,VERB,2
ermächtigung,VERB,2
ausbrechen,PRON,2
rockmusik,VERB,2
backbord,VERB,2
macht,VERB,2
mächtig,ADJ,2
qualität,VERB,2
empfänger,VERB,2
satellitenschüssel,VERB,2
signal,VERB,2
signalempfänger,VERB,2
rede,VERB,2
ersatz,VERB,2
steuerbord,VERB,2
sonnenbrand,VERB,2
tourist,PREP,2
touristin,PREP,2
bremsen,PRON,2
weite,VERB,2
löschung,VERB,2
ewigkeit,VERB,2
endlosigkeit,VERB,2
abgelegenheit,VERB,2
entferntheit,VERB,2
fülle,VERB,2
höhe,VERB,2
besitz,VERB,2
grenzenlosigkeit,VERB,2
tiefe,VERB,2
krach,VERB,2
erlaubnis,VERB,2
untersuchen,PRON,2
kirchenruine,VERB,2
tempelruine,VERB,2
büschel,VERB,2
neugierig,ADJ,2
schluckauf,VERB,2
versteck,VERB,2
entführen,PRON,2
geisel,PREP,2
mörder,PREP,2
mord,VERB,2
mumie,VERB,2
schatz,VERB,2
lappen,VERB,2
kündigen,PRON,2
rücktritt,VERB,2
entlassen,PRON,2
berührung,VERB,2
breite,VERB,2
verfolgen,VERB,2
finnisch,VERB,2
frequenz,VERB,2
wandern,PRON,2
aufdruck,VERB,2
abdruck,VERB,2
orientierungslauf,PRON,2
hinterflügel,VERB,2
windrad,VERB,2
deutsch,VERB,2
rumänisch,VERB,2
thai,VERB,2
kanüle,VERB,2
katheter,VERB,2
heiligabend,VERB,2
heiliger abend,VERB,2
weihnachtsabend,VERB,2
dickdarm,VERB,2
dünndarm,VERB,2
dickheit,VERB,2
wildschwein,VERB,2
mogeln,PRON,2
mitschüler,PREP,2
mitschülerin,PREP,2
hauswirtschaftslehre,VERB,2
handgemachte figur,VERB,2
handwerk,VERB,2
eisschicht,VERB,2
hallenbad,VERB,2
gleichgewicht,VERB,2
balancieren,PRON,2
dichte,VERB,2
dichtheit,VERB,2
konzentration,VERB,2
faser,VERB,2
lettisch,VERB,2
ausrufezeichen,NOUN,1
prozent,VERB,1
fragezeichen,VERB,1
komma,NOUN,1
doppelpunkt,NOUN,1
ein,NOUN,1
eine,NOUN,1
einer,NOUN,1
eignung,VERB,1
abtreibung,VERB,1
absorptionsmaterial,VERB,1
misshandlung,VERB,1
gewalt,VERB,1
accessoire,VERB,1
zufall,VERB,1
konto,VERB,1
akne,VERB,1
hinüber,NOUN,1
herüber,NOUN,1
auf der anderen seite,NOUN,1
tat,VERB,1
aktion,VERB,1
ausführung,VERB,1
tätigkeit,VERB,1
männliches geschlecht,VERB,1
aktiv,ADJ,1
tätig,ADJ,1
energisch,ADJ,1
adar,VERB,1
addieren,PRON,1
hinzufügen,PRON,1
adoleszenz,VERB,1
jugendalter,VERB,1
jugend,VERB,1
erwachsener,PREP,1
erwachsen,ADJ,1
reif,ADJ,1
vorwärts bewegen,PRON,1
inserat,VERB,1
anzeige,VERB,1
werbung,VERB,1
annonce,VERB,1
zeitungsinserat,VERB,1
zeitungsanzeige,VERB,1
zeitungsannonce,VERB,1
ratschlag,VERB,1
empfehlung,VERB,1
beraten,PRON,1
empfehlen,PRON,1
anraten,PRON,1
erschrocken,ADJ,1
verängstigt,ADJ,1
hinter,NOUN,1
nachmittag,VERB,1
wieder,NOUN,1
noch einmal,NOUN,1
nochmals,NOUN,1
gegen,NOUN,1
gegenüber,NOUN,1
im gegensatz zu,NOUN,1
statt,NOUN,1
vergangen,NOUN,1
her,NOUN,1
damals,NOUN,1
derzeitig,NOUN,1
übereinstimmen,PRON,1
einwilligen,PRON,1
übereinkunft,VERB,1
zustimmung,VERB,1
einvernehmen,VERB,1
abmachung,VERB,1
förderung,VERB,1
luft,VERB,1
atmosphäre,VERB,1
flugzeug,VERB,1
